hall_id,name,hall_vibe,catering,parking_facility,transport_access,bridal_room,guest_flow,pricing_detail,service_etc,disadvantage,in_guarantee,,,,,
1114,인천 그레이스파티 웨딩홀,어두운 톤의 인테리어지만 높은 층고로 공간감이 있음,한식과 양식의 조화로운 메뉴, 식대: 92000,주차 시설이 넉넉하고 무료로 제공됨,인천터미널역 5분 거리라 접근성이 뛰어남,신부대기실이 넓고 고급스러운 느낌,하객 이동 경로가 명확하여 이동이 쉬움,기본 패키지에 다양한 옵션이 포함되어 있음,직원들이 친절하고 세심하게 신경 써줌,지하철역과 가까우나 버스 정류장과의 거리가 멀음,180,,,,
1114,인천 그레이스파티 웨딩홀,화려한 샹들리에로 밝고 고급스러운 분위기 연출,디저트 바가 특히 인상적임, 식대: 85000,주차 공간이 넉넉하여 주차 스트레스가 없음,인천터미널역 도보 10분 거리로 무난함,신부대기실의 인테리어가 세련됨,하객들이 쉽게 이동할 수 있는 동선 설계,원하는 옵션을 쉽게 추가할 수 있는 유연한 가격 정책,전체적으로 서비스가 뛰어남,층간 이동 시 엘리베이터가 다소 혼잡,220,,,,
```,,,,,,,,,,,,,,,,
```plaintext,,,,,,,,,,,,,,,,
1115,대전 에스가든 웨딩홀,"밝은 홀, 자연채광이 아름다움","뷔페 스타일이며 다양하고 신선한 메뉴 제공, 식대: 75000",주차장 공간 부족으로 혼잡할 수 있음,"갑천역 도보 10분 거리, 셔틀버스 제공",신부대기실에서 바로 홀로 입장 가능,하객 동선이 명확하여 혼잡하지 않음,"대관료 200만원, 추가 장식 비용 없음, 합리적 가격",직원들이 친절하고 세심한 배려를 보여줌,주차 공간이 협소하여 불편함,180,,,,,
1115,대전 에스가든 웨딩홀,밝고 높은 층고로 웅장한 느낌,"전문 셰프가 준비한 코스 요리 제공, 식대: 85000",지하주차장이 넓어 주차가 용이함,갑천역에서 무료 셔틀버스 운행,신부대기실의 인테리어가 고급스럽고 아늑함,하객들이 쉽게 이동할 수 있는 구조,견적이 투명하며 추가 비용이 없음,서비스가 유연하고 고객 맞춤형으로 제공됨,하객이 많을 경우 주차가 다소 어려울 수 있음,200,,,,,
1115,대전 에스가든 웨딩홀,밝고 넓은 공간으로 개방감 있음,"음식 종류가 많고 맛도 훌륭함, 식대: 82000",주차 공간이 넉넉하여 편리함,갑천역 셔틀버스로 접근이 용이함,신부대기실이 넓고 편안함,하객 동선이 매우 효율적임,"가격 대비 높은 가성비, 추가 비용 없음",직원들이 친절하고 응대가 빠름,식사가 늦게 준비되는 경우가 있음,150,,,,,
```,,,,,,,,,,,,,,,,
```plaintext,,,,,,,,,,,,,,,,
1116,수원 라 뷔 포레 (구 호텔리츠),"어두운 톤의 클래식한 홀, 높은 층고로 웅장함을 더함","식사는 한식 위주로 평이 좋으며, 메뉴 선택의 폭이 넓음, 식대: 85000",주차 공간이 넉넉해서 하객들이 편리하게 이용 가능,"수원역에서 도보 10분 거리, 접근성 양호",신부대기실이 넓고 프라이버시 보장됨,하객 동선이 직관적이고 혼잡하지 않음,"대관료는 평균 수준, 전체적인 비용은 합리적임",직원들이 매우 협조적이고 친절함,리모델링 전후 이미지가 달라 혼란 초래 가능,250,,,,,
1116,수원 라 뷔 포레 (구 호텔리츠),"밝고 모던한 느낌의 홀, 리모델링 후 더욱 세련된 분위기","서양식 코스요리가 특히 훌륭하며, 식대: 90000","주차 공간이 충분하나, 주차 안내가 조금 부족함",수원역에서 가까워 대중교통 이용이 용이함,신부대기실이 아늑하며 편안함,하객 동선이 매끄러워 이동이 편리함,"가격 대비 서비스가 뛰어남, 추가 비용이 없음",세심한 서비스와 배려가 돋보임,일부 하객 주차 안내가 미흡하여 혼선 가능성,250,,,,,
1116,수원 라 뷔 포레 (구 호텔리츠),"어두운 톤의 우아한 홀, 높은 층고가 돋보임","전통 한식과 양식이 조화롭게 제공됨, 식대: 87000",주차장이 여러 층으로 구성되어 있어 주차 수월함,수원역과 가까운 위치로 대중교통 접근이 매우 좋음,신부대기실에서 홀까지 간편하게 이동 가능,하객 동선이 잘 설계되어 있어 혼잡하지 않음,비용 대비 높은 품질의 서비스 제공,"직원들의 친절함이 인상적이며, 세심한 배려가 느껴짐","주차 공간이 넓지만, 복잡한 주차 구조로 인해 초보 운전자에게는 어려울 수 있음",250,,,,,
```,,,,,,,,,,,,,,,,
```plaintext,,,,,,,,,,,,,,,,
1117,강동루벨,밝고 화사한 분위기의 홀로, 층고가 낮아 아늑함을 줌,"한식과 양식 조화로움, 식대: 85000",주차 공간이 넉넉하지 않아 불편할 수 있음,강동역 도보 5분 거리,신부대기실이 널찍하고 편안함,하객 동선이 원활하여 혼잡하지 않음,합리적인 예산 내에서 다양한 옵션 제공,직원들이 친절하고 세심한 서비스를 제공함,주차 공간 부족,200,,,,
1117,강동루벨,높은 층고로 개방감 있는 밝은 홀,"식사가 고급스럽지만 종류가 적음, 식대: 90000",주차 공간이 협소하여 대중교통 이용 권장,강동역과 인접하여 접근성이 좋음,신부대기실에서의 전망이 탁월함,하객 동선이 명확하여 이동이 용이함,가격 대비 서비스가 훌륭함,서비스가 세심하고 친근함,주차 시설이 협소함,220,,,,,
1117,강동루벨,밝고 현대적인 느낌의 낮은 층고의 홀,"뷔페의 질이 높고 신선한 재료 사용, 식대: 95000",주차장이 다소 협소함,강동역에서 도보로 접근 가능,신부대기실의 인테리어가 고급스러움,하객 동선이 깔끔하고 효율적임,비용 대비 고급스러운 연출 가능,세심한 고객 관리를 제공함,주차 시설이 제한적임,210,,,,,
```,,,,,,,,,,,,,,,,
1118,대치 더 채플앳,"밝고 세련된 분위기의 중형 홀, 층고 4.93m가 주는 개방감","식사가 다양한 옵션으로 제공되며, 특히 한우 요리가 인기, 식대: 140000",주차 공간이 넉넉하여 방문객들이 주차에 불편함이 없음,"삼성역 도보 10분 이내, 학여울역과도 인접하여 접근성 좋음",신부대기실의 아늑한 공간과 모던한 인테리어,깔끔한 동선으로 하객 이동이 편리함,"기본 패키지 외 추가 비용이 적음, 가격: 1800만원","직원들 모두 친절하며, 작은 디테일까지 신경씀",층고가 높음에도 버진로드가 짧아 웅장함이 덜할 수 있음,300,,,,,
1118,대치 더 채플앳,층고 4.93m로 밝고 넓은 개방감을 주는 홀,"뷔페 스타일로 다양하고 신선한 요리 제공, 특히 해산물 요리가 일품, 식대: 135000","내부 주차 100대, 외부 주차 150대 가능, 편리한 주차",삼성역과 학여울역 사이에 위치하여 두 역에서 모두 접근 가능,신부대기실은 로비와 가까워 접근이 용이함,하객 동선이 단순하여 편리한 이동 가능,"대관료 포함된 패키지가 합리적이며, 추가 옵션이 많음","서비스가 신속하며, 직원들이 매우 친절함","주차 공간은 넉넉하나, 주차장 입구가 협소함",250,,,,,
1118,대치 더 채플앳,"밝고 아늑한 분위기의 중형 홀, 층고 4.93m로 인해 개방감이 좋음","고급스러운 프렌치 코스 요리가 제공되며, 와인 페어링 가능, 식대: 145000","내부 주차 가능하나, 외부 주차시 별도 비용 발생","삼성역 5분 거리, 학여울역 셔틀버스 운행으로 편리함",신부대기실은 조용하고 프라이빗한 공간 제공,동선이 간결하여 하객들이 쉽게 이동 가능,전체적인 가격대는 높으나 서비스 퀄리티가 그만큼 우수함,친절한 직원들과 세심한 서비스로 만족도 높음,층고가 높아 울림이 있을 수 있음,280,,,,,
1119,서울숲 보테가마지오,"세련된 모던 스타일, 넓고 밝은 홀, 층고가 높아 개방감이 뛰어남","식대 12만원, 유럽식 코스요리로 고급스러움","지하주차장 700대 가능, 주차공간 넉넉함",서울숲 역 도보 3분 거리,신부대기실이 넓고 프라이빗하게 꾸며짐,"하객 동선이 효율적이며, 혼주 대기 공간과 분리"," ""대관료 1600만원"," 적절한 가격 대비 높은 서비스""",직원들이 친절하고 준비가 철저함,주말 저녁 시간대 보증인원 높음,250,,,,
1119,서울숲 보테가마지오,"클래식한 느낌의 밝은 홀, 층고가 높아 웅장한 분위기","식대 10만원, 한식과 양식 조화로 만족도 높음","주차 700대 가능, 대형 이벤트에도 문제없음",서울숲 역에서 도보 5분 거리,신부대기실과 메인홀 간의 연결이 잘 되어 있음,하객 동선이 깔끔하게 설계되어 혼잡하지 않음,"대관료 1500만원, 패키지 구성으로 경제적",직원들이 세심하게 배려하며 진행,일부 메뉴의 음식 양이 적다는 평가,200,,,,,
1119,서울숲 보테가마지오,"아름다운 샹들리에가 돋보이는 밝은 홀, 높은 층고로 웅장함","식대 11만원, 신선한 재료로 제공되는 뷔페","700대 주차 가능, 주차 편리성 우수",서울숲 역과 인접하여 접근성 좋음,신부대기실이 프라이빗하고 아늑함,하객과 혼주 모두 이동이 편리하도록 설계,"대관료 1550만원, 가격 대비 서비스 우수",직원들이 세심한 배려로 하객을 맞이함,주차 공간이 넓지만 토요일 오후에는 혼잡할 수 있음,220,,,,,
```plaintext,,,,,,,,,,,,,,,,
1120,신도림 더세인트 웨딩홀,"어두운 조명과 높은 층고로 인해 무게감 있는 분위기, 새 건물의 깔끔함","식사는 코스요리로 제공되며, 신선한 재료 사용이 돋보임, 식대: 130000",주차 공간이 넉넉하나 주차비가 별도 부과됨,신도림역 1번 출구에서 도보 3분 거리,신부대기실이 넓고 고급스러움,하객 동선이 직관적이고 편리함,대관료와 연출료 포함하여 총 1600만원 수준,직원들이 친절하며 세심한 서비스 제공,동시예식으로 어르신들이 피로연장에서 혼잡을 느낄 수 있음,250,,,,,
1120,신도림 더세인트 웨딩홀,"밝은 조명으로 세련된 느낌을 주며, 층고가 높아 웅장함","식사의 퀄리티가 일관되며, 다양한 메뉴 선택 가능, 식대: 130000","주차는 외부 주차장을 이용해야 하며, 주차비가 발생함",신도림역에서 매우 가까워 접근이 용이함,신부대기실이 아늑하여 대기 중에도 편안함,하객 동선이 단순하여 혼잡하지 않음,"패키지로 제공되는 다양한 서비스, 가격 합리적",스태프들이 친절하고 응대가 빠름,동시예식으로 인한 소음이 발생할 수 있음,250,,,,,
1120,신도림 더세인트 웨딩홀,"밝고 환한 분위기의 로비와 웅장한 홀, 높은 천장으로 개방감 있음","식사의 퀄리티가 높고, 다양한 코스 선택 가능, 식대: 130000",주차 공간이 제한적이며 추가 비용 발생 가능,신도림역과 근접하여 대중교통 접근성 뛰어남,신부대기실이 고급스러운 인테리어로 꾸며져 있음,하객 동선이 간결하고 이해하기 쉬움,가격 대비 제공되는 서비스가 많아 만족스러움,친절한 직원들이 세심하게 대응함,동시예식으로 인해 하객 간 혼잡할 수 있음,250,,,,,
```,,,,,,,,,,,,,,,,
1121,신사 더컨벤션,화려한 조명과 높은 층고가 돋보이는 밝은 홀,"다양한 메뉴 선택 가능, 식대: 110000",주차 공간 넉넉하며 건물과 바로 연결됨,신사역에서 도보 3분 거리,화이트 톤의 고급스러운 신부대기실,동선이 간결하여 하객 이동이 원활함,"대관료 1200만원, 식대 10만원",직원들이 매우 친절하고 세심함,주변에 소음이 있어 다소 방해될 수 있음,300,,,,,
1121,신사 더컨벤션,"모던한 느낌의 밝은 홀, 층고가 높아 개방적 느낌","한식 위주로 맛이 좋고 양이 많음, 식대: 95000",주차 공간이 충분해 하객들이 편리하게 이용 가능,신사역과 연결되어 접근성 우수,화이트톤의 신부대기실과 연회장이 조화를 이룸,동선이 단순하여 이동이 편리함,"대관료 1300만원, 식대 9.5만원",직원들이 전문적이고 친절함,주변 상가 소음이 리셉션에 영향을 줄 수 있음,250,,,,,
1121,신사 더컨벤션,"고급스러운 어두운 홀, 높은 층고로 웅장함","다양한 메뉴 옵션 제공, 식대: 100000",주차 시설이 잘 갖춰져 있어 편리함,신사역과 가까운 위치,넓고 아늑한 신부대기실,하객 동선이 복잡하지 않음,"대관료 1400만원, 식대 10만원",서비스가 세심하고 전문적임,도심 속 위치로 인한 소음이 문제될 수 있음,280,,,,,
1122,에스칼라디움,밝은 톤의 단독홀로 층고가 높아 개방감이 뛰어남,"한식 코스요리가 주를 이루며 맛과 품질이 우수함, 식대: 85000",주차 공간이 넉넉하여 편리함,강남역에서 도보로 10분 거리로 접근성이 좋음,신부대기실이 넓고 아늑하며 편안한 분위기,하객 동선이 일방향으로 설계되어 효율적임,대관료 550만원으로 합리적인 편,직원들이 친절하고 세심한 서비스 제공,상가 건물 내 위치하여 외부 소음이 들릴 수 있음,200,,,,,
1122,에스칼라디움,"단독홀로서 밝고 화사한 분위기, 높은 층고로 개방감이 뛰어남","한식과 양식이 조화를 이루며 맛이 좋음, 식대: 78000",주차장이 넓어 하객 주차가 용이함,2호선 강남역과 매우 가까워 접근성이 뛰어남,신부대기실이 넓고 고급스러운 인테리어,하객 동선이 직관적이고 편리하게 구성됨,대관료가 580만원으로 비교적 경제적,직원들이 친절하고 서비스가 훌륭함,식사 시간이 짧아지는 경우가 있음,200,,,,,
1122,에스칼라디움,"밝고 현대적인 단독홀, 층고가 높아 웅장한 느낌을 줌","한식 중심의 메뉴로서 맛이 우수, 식대: 80000",주차 공간이 충분하여 주차 스트레스가 없음,강남역에서 도보 10분 거리로 접근성 우수,신부대기실이 넓고 세련된 분위기,하객 동선이 명확하여 혼잡함이 적음,"대관료 600만원, 적절한 가격 책정",직원들이 친절하고 전문적인 서비스 제공,상가 건물로 인해 외부 소음이 발생할 수 있음,200,,,,,
```,,,,,,,,,,,,,,,,
1123,강서 더베뉴지 마리아칼라스홀,"밝은 홀, 층고가 높은 앞쪽과 낮은 안쪽, 자연 채광이 뛰어남","코스요리와 세미뷔페 중 선택 가능, 식대: 75000","지하 3층까지 주차 가능, 주차 유도원 상주","5호선 발산역 도보 10분 거리, 접근성 양호",신부대기실이 고급스러우며 프라이버시 보장,하객 동선이 명확하여 혼잡하지 않음,"할인 적용 시 가성비 좋음, 정가: 980만원, 할인가: 730만원",직원이 친절하며 세심한 서비스 제공,옆 홀 소음이 간혹 들릴 수 있음,250,,,,,
1123,강서 더베뉴지 마리아칼라스홀,화사한 조명과 높은 층고로 개방감이 느껴짐,"메뉴 다양성 높고, 음식의 맛이 좋음, 식대: 85000","주차 공간 충분, 대형 차량도 문제없음","5호선 발산역에서 셔틀버스 운행, 접근성 우수",신부대기실의 인테리어가 럭셔리함,하객 동선이 잘 계획되어 있어 이동이 용이함,"패키지에 다수의 옵션 포함, 가격: 900만원","3시간 단독 사용 가능하며, 직원들이 매우 친절함",주말에 주차장 혼잡 가능성 있음,300,,,,,
1123,강서 더베뉴지 마리아칼라스홀,"낮은 층고와 높은 층고가 조화롭게 어우러짐, 밝은 톤의 인테리어","음식의 양과 질 모두 우수함, 식대: 92000","주차 공간 여유로움, 발렛 가능","발산역 도보로 가능한 거리, 접근성 좋음",신부대기실이 넓고 편안함,하객 동선이 잘 짜여져 있어 혼선이 적음,"할인 혜택 시 경쟁력 있는 가격, 정가: 980만원",세심하고 친절한 서비스로 만족도 높음,큰 기둥으로 인해 시야가 가려질 수 있음,200,,,,,
```,,,,,,,,,,,,,,,,
1124,명동 온즈드롬,"밝고 화사한 분위기의 웨딩홀, 층고가 높아 개방감이 뛰어남","식대: 70000, 신선한 재료로 만들어진 고품질 요리",주차 공간이 넉넉하지 않아 대중교통 권장,명동역 4번 출구에서 도보 3분 거리로 접근이 용이함,신부대기실이 넓고 화사하여 사진 촬영에 적합,하객 동선이 직관적이고 간결하여 혼잡하지 않음,"기본 패키지에 다양한 추가 옵션 가능, 가격: 1450만원",직원이 친절하고 세심한 배려를 보여줌,주차 공간이 협소하여 대중교통 이용이 필수적,200,,,,,
1124,명동 온즈드롬,밝은 실내와 높은 층고로 웅장한 느낌을 줌,"식대: 68000, 호텔 셰프가 직접 요리를 지도","주차는 미리 예약해야 하며, 명동 주차장 이용 가능","명동역 5번 출구 바로 앞 위치, 접근성 좋음",아늑하고 편안한 분위기의 신부대기실,하객 동선이 잘 설계되어 있어 빠르게 이동 가능,"가격 대비 높은 만족도를 주며 추가 비용 없음, 가격: 1550만원","모든 직원이 전문적이며, 요청사항에 빠르게 대응","주차 예약이 필수적이며, 주말에는 혼잡할 수 있음",200,,,,,
1124,명동 온즈드롬,"자연광이 잘 들어오는 밝은 홀, 높은 층고로 개방적","식대: 69000, 정통 한식과 양식 모두 제공",주차 공간이 협소하여 대중교통 이용 권장,"명동역 1분 거리, 대중교통 이용이 매우 편리함",신부대기실이 넓고 고급스러운 인테리어,하객이 쉽게 이동할 수 있는 직선형 동선,"다양한 패키지 옵션 제공, 가격: 1500만원","직원이 친절하며, 세심한 서비스 제공",주차 공간 부족으로 대중교통 이용을 권장,200,,,,,
```,,,,,,,,,,,,,,,,
1125,논현 더채플앳라포레홀,"밝은 자연광이 가득한 홀로, 높은 층고 덕분에 개방감이 뛰어남","뷔페 스타일로 다양한 메뉴 제공되며, 식대: 100000","주차 공간이 넉넉하지 않음, 인근 유료 주차장 이용 가능","논현역에서 도보 10분 거리, 대중교통 접근성 보통",고급스러운 인테리어로 꾸며져 있어 웅장한 느낌,넓은 홀 덕분에 동선이 효율적이나 대기 공간이 부족할 수 있음,가격대가 높은 편이나 그에 상응하는 서비스 제공,직원들이 매우 친절하고 세심한 서비스를 제공함,주차 공간 부족과 대중교통 접근성 아쉬움,300,,,,,
1125,논현 더채플앳라포레홀,"환한 분위기의 웨딩홀로, 높은 층고와 화려한 샹들리에가 인상적임","한식 위주의 메뉴로 구성되어 있으며, 식대: 95000",주차가 조금 불편하며 발렛 서비스가 필요할 수 있음,"강남역에서 차량으로 10분 거리, 교통체증이 심할 수 있음",넓은 신부대기실과 편리한 동선,하객들이 이동하기 편리한 구조이나 동선이 다소 복잡할 수 있음,전체적으로 높은 가격대이나 품질 좋은 서비스와 시설 제공,서비스가 친절하고 전문적인 느낌을 줌,주차 및 접근성에서 다소 불편함,300,,,,,
1125,논현 더채플앳라포레홀,"밝고 화사한 느낌의 홀로, 높은 층고가 돋보임","서양식 코스 요리로 구성되어 있으며, 식대: 110000",주차 공간이 제한적이며 인근 주차장과 연계 필요,"압구정역에서 도보 15분 거리, 약간의 거리감 있음",아늑한 분위기의 신부대기실,하객 동선이 잘 짜여져 있어 편리함,비용이 다소 높은 편이나 가격 대비 만족도 높음,직원들이 세심하고 친절한 서비스를 제공함,주차 문제 및 역과의 거리감,300,,,,,
```,,,,,,,,,,,,,,,,
```,,,,,,,,,,,,,,,,
1126,반포 고터역 컨벤션홀,전면 유리로 밝은 자연 채광,식사 종류가 다양하고 맛있음, 식대: 85000,주차장 좁고 대기 시간이 길 수 있음,고터역과 연결된 통로로 접근성 양호,따뜻하게 꾸며진 신부대기실,넓직한 복도 덕분에 하객 동선이 쾌적함,가격 대비 만족도 높음,직원들이 친절하고 세심하게 배려함,주차 공간 부족으로 인해 불편함,200,,,,
1126,반포 고터역 컨벤션홀,웅장한 내부와 높은 층고가 돋보이는 홀,한식과 양식 모두 훌륭하며 감동적, 식대: 95000,주차시설이 부족하여 외부 주차 필요,고터역 5분 거리로 이동 편리,포근한 분위기의 신부대기실,하객 이동 동선이 논리적으로 구성되어 있음,대관료 합리적이며 추가 비용 없음,매니저의 세심한 응대가 인상적임,주변에 경쟁 홀 많아 비교적 경쟁력 떨어짐,250,,,,
1126,반포 고터역 컨벤션홀,밝고 화사한 분위기,식사 퀄리티 우수하며 디저트도 훌륭함, 식대: 90000,주차가 다소 불편하고 외부 주차장 이용 권장,고터역과 연결되어 있어 접근성 좋음,아늑하고 조용한 신부대기실,하객 동선이 명확하여 혼잡하지 않음,포함 서비스가 많아 가격 대비 훌륭함,직원들이 친절하고 프로페셔널함,주차비가 추가로 발생할 수 있음,220,,,,
```,,,,,,,,,,,,,,,,
1127,웨스턴베니비스,"밝고 중간 층고의 클래식한 홀로, 화려한 조명 시스템이 돋보임","뷔페 스타일로 다양한 메뉴 제공, 식대: 79000",주차공간이 협소하지만 발렛 서비스가 제공됨,"양재역에서 도보 10분, 셔틀버스 없음",신부대기실이 넓고 편안한 분위기,하객 동선이 비교적 원활하며 혼잡하지 않음,"견적이 투명하고 옵션별로 선택 가능, 대관료 810만원, 식대 79000원",직원들이 친절하고 세심한 서비스 제공,양재역에서는 거리가 다소 멀어 접근성이 아쉬움,200,,,,,
1127,웨스턴베니비스,"따뜻한 느낌의 중간 크기 홀로, 적당한 층고로 아늑한 분위기 제공","한식 위주로 식사가 제공되며 퀄리티가 높음, 식대: 70000",주차장이 좁아 혼잡할 수 있음,"양재시민의숲역에서 도보 7분 거리, 접근성 양호",신부대기실에서 자연채광이 잘 들어옴,입구가 다소 좁아 하객 이동이 불편할 수 있음,"가격 대비 매우 합리적인 수준, 대관료 600만원",맞춤형 서비스가 돋보이며 직원 응대가 좋음,주차 공간 부족으로 인해 대기 시간이 길어질 수 있음,150,,,,,
1127,웨스턴베니비스,"중간 층고의 밝고 모던한 홀로, 세련된 인테리어가 특징","양식 중심의 메뉴가 인상적이며 신선한 재료 사용, 식대: 85000",주차 공간이 충분하지 않아 인근 유료 주차장을 이용해야 함,"양재역과 양재시민의숲역 사이 위치, 대중교통 접근성 평균적",신부대기실이 현대적 디자인으로 고급스러움,전체적인 동선이 잘 짜여져 있어 불편함 없음,"일부 추가 비용 발생 가능성 있음, 대관료 750만원",서비스 품질이 우수하고 친절함,복도 공간이 좁아 하객이 몰리면 혼잡할 수 있음,180,,,,,
1128,수서 빌라드지디,"밝고 아늑한 느낌의 중층고 홀, 자연채광이 잘 들어옴","뷔페식 제공되며 채식 옵션도 다양, 식대: 95000","주차 공간 협소, 인근 공영주차장 이용 가능",수서역 10분 거리로 도보 이동 가능,신부대기실이 작지만 아늑하게 꾸며져 있음,하객 동선이 직관적이고 단순함,"대관료와 옵션 선택에 따라 비용 변동, 합리적 가격",직원들이 친절하고 세심한 서비스 제공,주차 공간 부족과 엘리베이터 대기 시간 길어짐,150,,,,,
1128,수서 빌라드지디,"밝고 모던한 인테리어, 중간 정도의 층고로 개방감 적당","음식 맛 호평, 특히 디저트가 뛰어남, 식대: 98000",주차 어려움 있으나 발렛 서비스 제공,수서역 근처 셔틀버스 운행,신부대기실 조명과 인테리어가 세련됨,하객 동선이 효율적으로 설계됨,"다양한 옵션 선택 가능, 가격 대비 만족도 높음",친절한 직원들이 많은 도움을 줌,"주차 공간 협소, 셔틀버스 시간대 제한",180,,,,,
1128,수서 빌라드지디,밝은 색감의 인테리어와 중간 정도의 층고로 포근한 분위기,"다양한 메뉴와 고급스러운 음식, 식대: 97000",주차장 공간 부족으로 대중교통 이용 권장,"수서역에서 도보로 8분 거리, 접근성 양호",작지만 잘 정리된 신부대기실,단순하고 직관적인 하객 동선,가격이 다소 높지만 서비스 품질이 우수,"전체적으로 친절한 서비스, 문제 발생 시 빠르게 대응","주차 공간 협소, 엘리베이터 대기 시간 존재",200,,,,,
1129,광명 아이벡스컨벤션,"어두운 홀로, 층고가 12m로 웅장하며 세련된 느낌","정갈한 한정식, 식대: 105000","3,200대 주차 가능, 주차 공간 넉넉함","광명역에서 도보 5분 거리, 접근성 우수",신부대기실은 넓고 고급스럽게 꾸며져 있음,하객 동선이 직관적이고 편리함,"대관료 1,450만원, 가격 대비 만족도 높음",직원의 세심한 배려로 만족도 높음,계약 후 추가 비용 발생 가능성,250,,,,,
1129,광명 아이벡스컨벤션,높은 층고에 어두운 조명으로 고급스러운 분위기,"고급스러운 코스 요리, 식대: 115000","주차대수 3,200대, 주차 스트레스 없음","광명역 인근, 대중교통 편리",신부대기실은 프라이빗한 공간으로 설계,동선이 간결하여 하객 흐름 원활,"대관료 1,500만원, 추가 비용 없음",전문적인 서비스와 친절한 직원들,실제 홀과 예시 사진의 차이,300,,,,,
1129,광명 아이벡스컨벤션,"층고가 높고 공간이 넓은 어두운 홀, 현대적 인테리어","뷔페 음식이 다양하고 퀄리티 높음, 식대: 110000","3,200대 주차, 주차가 매우 편리",광명역에서 가까워 게스트 이동에 용이,신부대기실이 아늑하고 편안함,하객 동선이 잘 짜여져 있어 혼잡하지 않음,"대관료 1,480만원, 투명한 가격 정책",세심한 서비스로 만족도가 높음,계약 후 스케줄 변경이 어려움,280,,,,,
```,,,,,,,,,,,,,,,,
1130,셀럽앤어셈,"서울역과 가까운 밝은 홀로, 층고가 높아 개방감이 뛰어남","전통 한식에 대한 평가가 좋으며, 깔끔한 맛을 제공, 식대: 88000","주차 공간이 넉넉하며, 발렛 서비스가 제공되어 편리함","서울역 10분 거리로 접근성이 뛰어나며, 대중교통 이용이 편리함",고급스러운 인테리어로 꾸며진 신부대기실,"하객 동선이 매끄럽고, 입구에서 홀까지 이동이 쉬움",식대 외 추가 비용이 없어 합리적임,"직원들이 친절하며, 세심한 서비스가 돋보임",주변 소음이 간혹 들릴 수 있어 행사 중 방해가 될 수 있음,200,,,,,
1130,셀럽앤어셈,"밝고 세련된 디자인의 홀로, 천장 높이가 적당하여 아늑한 분위기를 줌","다양한 메뉴 선택이 가능하며 양이 푸짐함, 식대: 88000",인근에 주차장이 많아 주차가 용이함,서울역과 도보로 10분 이내 거리로 교통이 편리함,넓고 아늑한 신부대기실,하객들이 쉽게 이동할 수 있는 동선 제공,견적이 투명하게 공개되어 있어 신뢰할 수 있음,세심한 배려와 친절함이 돋보이는 직원들,엘리베이터가 붐비는 시간대가 있어 불편할 수 있음,200,,,,,
1130,셀럽앤어셈,"층고가 높고 밝은 분위기의 홀로, 자연 채광이 잘 들어옴","양질의 식사가 제공되며 특히 디저트가 맛있다는 평, 식대: 88000",주차 공간이 충분하여 하객들이 편리하게 이용 가능,서울역에서 도보로 접근 가능하고 교통이 매우 편리함,모던한 인테리어의 신부대기실,동선이 잘 설계되어 있어 하객들이 편리하게 이동 가능,가격 대비 높은 품질로 고객 만족도가 높음,직원들이 항상 웃으며 응대하여 기분 좋음,행사장 주변 공사 소음이 간혹 발생할 수 있음,200,,,,,
```,,,,,,,,,,,,,,,,
1131,레스케이프호텔 웨딩,"낮은 층고로 아늑한 느낌이 강조된 작은 공간, 조명과 인테리어가 동화적인 분위기를 더함","양식은 깔끔하고 중식은 정통, 식대: 200000",주차 공간이 협소하여 대중교통 이용 권장,"회현역에서 도보 10분 거리, 접근성 무난","신부대기실에 자연 채광이 들어오고, 따뜻한 색감의 인테리어",동선이 직관적이라 하객 이동에 불편함이 없음,기본 패키지에 많은 것이 포함되어 있어 추가 비용 부담 적음,직원들이 친절하며 안내가 체계적,주차가 어려운 점이 단점으로 꼽힘,50,,,,,
1131,레스케이프호텔 웨딩,"중앙에 위치한 메인 홀이 독특하고 아늑한 느낌을 주며, 층고가 낮아 친밀감이 높음","중식이 특히 인기 있으며, 양식도 고급스러움, 식대: 200000","호텔 내 주차 가능하나, 공간이 제한적","회현역과 남대문시장역에서 도보로 접근 가능, 셔틀은 운행되지 않음","신부대기실이 조용하며, 개인 공간이 충분함",하객 동선이 짧아 이동이 용이함,패키지 구성에 따라 가격이 다소 높아질 수 있음,세심한 서비스와 직원의 적극적인 지원이 돋보임,주차 공간이 부족하여 대중교통을 권장,60,,,,,
1131,레스케이프호텔 웨딩,낮은 층고와 따뜻한 조명으로 편안하고 개인적인 분위기를 조성,"양식과 중식 모두 고급스럽고 맛있다는 평가, 식대: 200000","주차 시설은 있지만, 대규모 인원을 수용하기엔 부족함",회현역에서 도보 10분 거리로 접근성 양호,"신부대기실이 프라이빗하게 구성되어 있으며, 편안한 대기 가능",동선이 명확하여 혼잡하지 않음,비용 대비 높은 품질의 서비스를 제공,프로페셔널한 직원들로 인해 진행이 매끄러움,주차 공간이 제한적이라 교통 혼잡 시간대에는 불편할 수 있음,70,,,,,
